Filename,Extracted Values
X8Y28C76,"{""Fixed assets"": ""4608"", ""Current assets"": ""62447"", ""Prepayments and accrued income"": ""785"", ""Creditors: amounts falling due within one year"": ""-25103"", ""Net Current Assets"": ""38129"", ""Total assets less current liabilities"": ""42737""}"
X8Y28CDT,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""100 Ordinary Shares of &#163 0"": ""nan"", ""Total Shareholder funds"": ""1""}"
X8Y28DCG,"{""Net current assets (liabilities)"": ""nan"", ""Total assets less current liabilities"": ""nan"", ""Total net assets (liabilities)"": ""nan"", ""Capital and reserves"": ""nan""}"
X8Y28DNU,"{""Fixed Assets"": ""nan"", ""Current Assets"": ""nan"", ""Creditors: amounts falling due within one year"": ""nan"", ""Net current assets (liabilities)"": ""nan"", ""Total assets less current liabilities"": ""nan""}"
X8Y28E4O,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Issued share capital"": ""nan"", ""100 Ordinary Shares 1 of &#163 each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y28E9V,"{""Net assets"": ""0"", ""Reserves"": ""0""}"
X8Y28E20,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y28E28,"{""Called up share capital not paid"": ""500"", ""Net assets"": ""500"", ""Tssued share capital"": ""nan"", ""500 Ordinary Shares 1 of &#163 each"": ""500"", ""Total Shareholder funds"": ""500""}"
X8Y28EQP,"{""Net assets"": ""0"", ""Reserves"": ""0""}"
X8Y28GDT,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y28GK0,"{""Current Assets"": ""94994"", ""Creditors: amounts falling due within one year"": ""-11224"", ""Net current assets (liabilities)"": ""83770"", ""Total assets less current liabilities"": ""83770"", ""Accruals and deferred income"": ""-380"", ""Total net assets (liabilities)"": ""83390""}"
X8Y28GVE,"{""Current Assets"": ""38779"", ""Creditors: amounts falling due within one year"": ""-2733"", ""Net current assets (liabilities)"": ""36046"", ""Total assets less current liabilities"": ""36046"", ""Creditors: amounts falling due after more than one year"": ""-32956"", ""Total net assets (liabilities)"": ""3090""}"
X8Y28HC0,"{""2019"": ""nan"", ""&#163"": ""nan"", ""Current assets"": ""nan"", ""Creditors: amounts falling due within"": ""nan"", ""one year"": ""nan"", ""Net current assets"": ""nan"", ""Total assets less current liabilities"": ""nan""}"
X8Y28HHV,"{""Called up share capital not paid"": ""2"", ""Fixed Assets"": ""2380"", ""Current Assets"": ""6423"", ""Creditors: amounts falling due within one year"": ""-1376"", ""Net current assets (liabilities)"": ""5047"", ""Total assets less current liabilities"": ""7429""}"
X8Y28HNM,"{""Notes"": ""nan"", ""&#163"": ""nan"", ""Current assets"": ""nan"", ""Debtors"": ""nan"", ""Cash at bank and in hand 3"": ""nan"", ""12"": ""nan"", ""Net current assets"": ""nan""}"
X8Y28HSH,"{""Called up share capital not paid"": ""3"", ""Net assets"": ""3"", ""Tssued share capital"": ""nan"", ""3 ordinary Shares 1 of &#163 each"": ""3"", ""Total Shareholder funds"": ""3""}"
X8Y28IC3,"{""Fixed Assets"": ""-"", ""Current Assets"": ""417"", ""Prepayments and accrued income"": ""-"", ""Creditors: amounts falling due within one year"": ""0"", ""Net current assets (liabilities)"": ""417"", ""Total assets less current liabilities"": ""417""}"
X8Y28ICZ,"{""Notes"": ""nan"", ""&#163"": ""nan"", ""Current assets"": ""nan"", ""Debtors"": ""nan"", ""Cash at bank and in hand 3"": ""nan"", ""12"": ""nan"", ""Net current assets"": ""nan""}"
X8Y28IWG,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""11 Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y28IYR,"{""2019"": ""nan"", ""&#163"": ""nan"", ""Current assets"": ""nan"", ""Creditors: amounts falling due within"": ""nan"", ""one year"": ""nan"", ""Net current assets"": ""nan"", ""Total assets less current liabilities"": ""nan""}"
X8Y28J3N,"{""Registered number: SC545088"": ""nan"", ""2019"": ""nan"", ""&#163"": ""nan"", ""Fixed assets"": ""nan"", ""Current assets"": ""nan"", ""Prepayments and accrued income"": ""nan"", ""Creditors: Amounts Falling Due Within One Year"": ""nan""}"
X8Y28JG1,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y28JLK,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y28KH4,"{""Called up share capital not paid"": ""2"", ""Fixed Assets"": ""26163"", ""Current Assets"": ""16001"", ""Creditors: amounts falling due within one year"": ""-90"", ""Net current assets (liabilities)"": ""15911"", ""Total assets less current liabilities"": ""42076""}"
X8Y28KR6,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""3372"", ""Net assets"": ""3372"", ""Issued share capital"": ""nan"", ""1 Ordinary Share of &#163 33"": ""nan"", ""Total Shareholder funds"": ""33""}"
X8Y28KZ5,"{""Called up share capital not paid"": ""10"", ""Fixed Assets"": ""-"", ""Current Assets"": ""-"", ""Prepayments and accrued income"": ""-"", ""Creditors: amounts falling due within one year"": ""0"", ""Net current assets (liabilities)"": ""0""}"
X8Y28LEJ,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""4"", ""Net assets"": ""4"", ""Issued share capital"": ""nan"", ""4 Ordinary Shares 1 of &#163 each"": ""4"", ""Total Shareholder funds"": ""4""}"
X8Y28LXS,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""Tssued share capital"": ""nan"", ""100 Ordinary Shares 1 of &#163 each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y28M57,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""1"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y28MBM,"{""Called up share capital not paid"": ""1000"", ""Total assets less current liabilities"": ""1000"", ""Total net assets (liabilities)"": ""1000"", ""Capital and reserves"": ""1000""}"
X8Y28MDM,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""1"": ""A"", ""Total Shareholder funds"": ""1""}"
X8Y28MNT,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""Tssued share capital"": ""nan"", ""100 Ordinary Shares 1 of &#163 each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y28MOH,"{""Fixed Assets"": ""-"", ""Current Assets"": ""-"", ""Prepayments and accrued income"": ""-"", ""Creditors: amounts falling due within one year"": ""0"", ""Net current assets (liabilities)"": ""0"", ""Total assets less current liabilities"": ""0""}"
X8Y28NCP,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""2"", ""Net assets"": ""2"", ""Issued share capital"": ""nan"", ""2 Ordinary Shares 1 of &#163 each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y28NOG,"{""Called up share capital not paid"": ""-"", ""Fixed Assets"": ""-"", ""Current Assets"": ""-"", ""Prepayments and accrued income"": ""-"", ""Creditors: amounts falling due within one year"": ""0"", ""Net current assets (liabilities)"": ""0""}"
X8Y28OE8,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""1"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y28OLN,"{""Called up share capital not paid"": ""1"", ""Fixed Assets"": ""-"", ""Current Assets"": ""10000"", ""Prepayments and accrued income"": ""-"", ""Creditors: amounts falling due within one year"": ""0"", ""Net current assets (liabilities)"": ""10000""}"
X8Y287W0,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Issued share capital"": ""nan"", ""100 Ordinary A Shares 1 of &#163 each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y289DK,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""2"", ""Net assets"": ""2"", ""Issued share capital"": ""nan"", ""2 Ordinary Shares 1 of &#163 each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y2878B,"{""Fixed assets"": ""55"", ""Current assets"": ""38369"", ""Creditors: amounts falling due within one year"": ""-"", ""Net current assets"": ""38369"", ""Total assets less current liabilities"": ""38424""}"
X8Y28615,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4TUMQ,"{""Called up share capital not paid"": ""0"", ""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100""}"
X8Y4TUOQ,"{""2019"": ""nan"", ""&#163"": ""nan"", ""Assets"": ""nan"", ""Cash at bank and in hand"": ""nan"", ""Net assets"": ""nan"", ""Capital & reserves"": ""nan"", ""Fully paid called up share capital"": ""nan""}"
X8Y4TUUB,"{""Called up share capital not paid"": ""0"", ""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100""}"
X8Y4TV08,"{""Called up share capital not paid"": ""0"", ""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100""}"
X8Y4TV40,"{""Fixed Assets"": ""9978"", ""Current Assets"": ""25727"", ""Creditors: amounts falling due within one year"": ""-30365"", ""Net current assets (liabilities)"": ""-4638"", ""Total assets less current liabilities"": ""5340"", ""Total net assets (liabilities)"": ""5340""}"
X8Y4TVGA,"{""Called up share capital not paid"": ""0"", ""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100""}"
X8Y4TVKZ,"{""Net assets"": ""0"", ""Reserves"": ""0""}"
X8Y4TW66,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""Tssued share capital"": ""nan"", ""25 A Ordinary Shares 1 of &#163 each"": ""25"", ""25 B Ordinary Shares 1 of &#163 each"": ""25"", ""50 C Ordinary Shares 1 of &#163 each"": ""50""}"
X8Y4TXQQ,"{""Net assets"": ""0"", ""Reserves"": ""0""}"
X8Y4TYE1,"{""Current Assets"": ""26077"", ""Creditors: amounts falling due within one year"": ""-18548"", ""Net current assets (liabilities)"": ""7529"", ""Total assets less current liabilities"": ""7529"", ""Total net assets (liabilities)"": ""7529"", ""Reserves"": ""7529""}"
X8Y4TYSR,"{""Called up share capital not paid"": ""2"", ""Net assets"": ""2"", ""Tssued share capital"": ""nan"", ""2 Ordinary Shares 1 of &#163 each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y4TZRK,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4TZVK,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""Tssued share capital"": ""nan"", ""100 Ordinary Shares 1 of &#163 each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4U0G3,"{""2020"": ""nan"", ""&#163"": ""nan"", ""Current assets"": ""nan"", ""Cash at bank and in hand"": ""nan"", ""1"": ""nan"", ""Capital and reserves"": ""nan"", ""Called up share capital"": ""nan""}"
X8Y4U0RL,"{""Current Assets"": ""6478"", ""Creditors: amounts falling due within one year"": ""-3675"", ""Net current assets (liabilities)"": ""2803"", ""Total assets less current liabilities"": ""2803"", ""Creditors: amounts falling due after more than one"": ""nan"", ""(2800)"": ""(1""}"
X8Y4U0TL,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Issued share capital"": ""nan"", ""100 ord Shares of € | each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4U0VT,"{""Fixed Assets"": ""11207"", ""Current Assets"": ""222679"", ""Creditors: amounts falling due within one year"": ""-99640"", ""Net current assets (liabilities)"": ""123039"", ""Total assets less current liabilities"": ""134246"", ""Total net assets (liabilities)"": ""134246""}"
X8Y4U2BD,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""Tssued share capital"": ""nan"", ""100 Ordinary Shares 1 of &#163 each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4U37L,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""Tssued share capital"": ""nan"", ""100 Ordinary Shares 1 of &#163 each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4U3IJ,"{""Called up share capital not paid"": ""-"", ""Fixed Assets"": ""-"", ""Current Assets"": ""1"", ""Prepayments and accrued income"": ""-"", ""Creditors: amounts falling due within one year"": ""0"", ""Net current assets (liabilities)"": ""1""}"
X8Y4U3UP,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Issued share capital"": ""nan"", ""100 Ordinary Shares 1 of &#163 each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4U4O1,"{""Fixed Assets"": ""1103"", ""Current Assets"": ""3158"", ""Creditors: amounts falling due within one year"": ""-31748"", ""Net current assets (liabilities)"": ""-28590"", ""Total assets less current liabilities"": ""-27487"", ""Total net assets (liabilities)"": ""-27487""}"
X8Y4U4ZM,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4U51F,"{""Current assets"": ""-"", ""Creditors: amounts falling due within one year"": ""-26366"", ""Net Current Liabilities"": ""-26366"", ""Total assets less current liabilities"": ""(26366}"", ""Accruals and deferred income"": ""325"", ""Net Liabilities"": ""-26691""}"
X8Y4U5TV,"{""Called up share capital not paid"": ""10000"", ""Net assets"": ""10000"", ""Tssued share capital"": ""nan"", ""10000 Ordinary Shares 1 of &#163 each"": ""10000"", ""Total Shareholder funds"": ""10000""}"
X8Y4U6QJ,"{""Net assets"": ""0"", ""Reserves"": ""0""}"
X8Y4U77U,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""1 ORDINARY Share of &#163 | each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4U81M,"{""Fixed Assets"": ""163"", ""Current Assets"": ""2956"", ""Creditors: amounts falling due within one year"": ""-4143"", ""Net current assets (liabilities)"": ""-1187"", ""Total assets less current liabilities"": ""-1024"", ""Total net assets (liabilities)"": ""-1024""}"
X8Y4U856,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4U8BF,"{""Fixed Assets"": ""1090"", ""Current Assets"": ""9037"", ""Creditors: amounts falling due within one year"": ""-8000"", ""Net current assets (liabilities)"": ""1037"", ""Total assets less current liabilities"": ""2127"", ""Accruals and deferred income"": ""-1100""}"
X8Y4U8V6,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""1 ORDINARY Share of &#163 | each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4U8YA,"{""Called up share capital not paid"": ""0"", ""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100""}"
X8Y4U963,"{""Called up share capital not paid"": ""100"", ""Fixed Assets"": ""-"", ""Current Assets"": ""5659"", ""Prepayments and accrued income"": ""-"", ""Creditors: amounts falling due within one year"": ""-4659"", ""Net current assets (liabilities)"": ""1000""}"
X8Y4U974,"{""Called up share capital not paid"": ""0"", ""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100""}"
X8Y4U9G1,"{""2019"": ""nan"", ""&#163"": ""nan"", ""Fixed assets"": ""nan"", ""Current assets"": ""nan"", ""Creditors: amounts falling due within"": ""nan"", ""one year"": ""nan"", ""Net current assets"": ""nan""}"
X8Y4UBJF,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""1 ORDINARY Share of &#163 | each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4UBL0,"{""Called up share capital not paid"": ""3"", ""Net assets"": ""3"", ""Tssued share capital"": ""nan"", ""3 Ordinary Shares 1 of &#163 each"": ""3"", ""Total Shareholder funds"": ""3""}"
X8Y4UBMG,"{""2019"": ""nan"", ""&#163"": ""nan"", ""Current assets"": ""nan"", ""Creditors: amounts falling due within"": ""nan"", ""one year"": ""nan"", ""Net current liabilities"": ""nan"", ""Total assets less current liabilities"": ""nan""}"
X8Y4UC77,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""nan"", ""Net assets"": ""nan"", ""Issued share capital"": ""nan"", ""100 Ordinary Shares 1 of &#163 each"": ""nan"", ""Total Shareholder funds"": ""nan""}"
X8Y4UCJL,"{""Called up share capital not paid"": ""2"", ""Net assets"": ""2"", ""Tssued share capital"": ""nan"", ""2 Ordinary Shares 1 of &#163 each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y4UCQQ,"{""Fixed Assets"": ""157853"", ""Current Assets"": ""5354"", ""Creditors: amounts falling due within one year"": ""-614"", ""Net current assets (liabilities)"": ""4740"", ""Total assets less current liabilities"": ""162593""}"
X8Y4UDKA,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4UDNM,"{""Called up share capital not paid"": ""nan"", ""Net assets"": ""nan"", ""Tssued share capital"": ""nan"", ""10000 Ordinary Shares 1 of &#163 each"": ""nan"", ""Total Shareholder funds"": ""nan""}"
X8Y4UDTN,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4UECQ,"{""Registered number: 09391744"": ""nan"", ""2020"": ""nan"", ""&#163"": ""nan"", ""Current assets"": ""nan"", ""Creditors: Amounts Falling Due Within One Year"": ""nan"", ""NET CURRENT ASSETS"": ""nan"", ""TOTAL ASSETS LESS CURRENT LIABILITIES"": ""nan""}"
X8Y4UESO,"{""Current Assets"": ""2000"", ""Creditors: amounts falling due within one year"": ""-1642"", ""Net current assets (liabilities)"": ""358"", ""Total assets less current liabilities"": ""358"", ""Total net assets (liabilities)"": ""358"", ""Capital and reserves"": ""358""}"
X8Y4UEZT,"{""2019"": ""nan"", ""&#163"": ""nan"", ""Current assets"": ""nan"", ""53257"": ""nan"", ""Creditors: amounts falling due within"": ""nan"", ""one year"": ""nan"", ""Net current assets"": ""nan""}"
X8Y4UF29,"{""Prepayments and accrued income"": ""nan"", ""Creditors: amounts falling due within one"": ""nan"", ""year"": ""nan"", ""Net current assets (liabilities)"": ""nan"", ""Total assets less current liabilities"": ""nan""}"
X8Y4UF5E,"{""Called up share capital not paid"": ""10"", ""Net assets"": ""10"", ""Tssued share capital"": ""nan"", ""10 Ordinary Shares of &#163 | each"": ""10"", ""Total Shareholder funds"": ""10""}"
X8Y4UFO8,"{""Current Assets"": ""27507"", ""Creditors: amounts falling due within one year"": ""-"", ""Net current assets (liabilities)"": ""27507"", ""Total assets less current liabilities"": ""27507"", ""Total net assets (liabilities)"": ""27507"", ""Capital and reserves"": ""27507""}"
X8Y4UFZM,"{""Net assets"": ""-""}"
X8Y4UGJT,"{""Called up share capital not paid"": ""1000"", ""Net assets"": ""1000"", ""Tssued share capital"": ""nan"", ""1000 Ordinary Shares 1 of &#163 each"": ""1000"", ""Total Shareholder funds"": ""1000""}"
X8Y4UGVM,"{""Current Assets"": ""9062"", ""Creditors: amounts falling due within one year"": ""-2027"", ""Net current assets (liabilities)"": ""7035"", ""Total assets less current liabilities"": ""7035"", ""Total net assets (liabilities)"": ""7035"", ""Capital and reserves"": ""7035""}"
X8Y4UI1O,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""2"", ""Net assets"": ""2"", ""Issued share capital"": ""nan"", ""2 Ordinary Shares 1 of &#163 each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y4UI8P,"{""Called up share capital not paid"": ""80000"", ""Net assets"": ""80000"", ""Tssued share capital"": ""nan"", ""80000 Ordinary Shares 1 of &#163 each"": ""80000"", ""Total Shareholder funds"": ""80000""}"
X8Y4UJ1T,"{""Called up share capital not paid"": ""2"", ""Net assets"": ""2"", ""Tssued share capital"": ""nan"", ""2 Ordinary Shares 1 of &#163 each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y4UKE8,"{""2019"": ""nan"", ""&#163"": ""nan"", ""Called up share capital not paid"": ""nan"", ""Capital and reserves"": ""nan""}"
X8Y4UKFK,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""nan"", ""Net assets"": ""nan"", ""Issued share capital"": ""nan"", ""1 ORDINARY Share of &#163 | each"": ""nan"", ""Total Shareholder funds"": ""nan""}"
X8Y4UKFS,"{""Current Assets"": ""58357"", ""Creditors: amounts falling due within one year"": ""170y"", ""Net current assets (liabilities)"": ""58187"", ""Total assets less current liabilities"": ""58187"", ""Total net assets (liabilities)"": ""58187"", ""Capital and reserves"": ""58187""}"
X8Y4UL4G,"{""Called up share capital not paid"": ""10000"", ""Net assets"": ""10000"", ""Tssued share capital"": ""nan"", ""10000 Ordinary Shares 1 of &#163 each"": ""10000"", ""Total Shareholder funds"": ""10000""}"
X8Y4UL6O,"{""Called up share capital not paid"": ""10"", ""Net assets"": ""10"", ""Tssued share capital"": ""nan"", ""10 Ordinary Shares of &#163 | each"": ""10"", ""Total Shareholder funds"": ""10""}"
X8Y4ULBL,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4ULYO,"{""Net assets"": ""0"", ""Reserves"": ""0""}"
X8Y4UMQ0,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4UN56,"{""2019"": ""nan"", ""&#163"": ""nan"", ""Fixed assets"": ""nan"", ""Current assets"": ""nan"", ""Prepayments and accrued income"": ""nan"", ""59683"": ""nan""}"
X8Y4UNU2,"{""Net assets"": ""0"", ""Reserves"": ""0""}"
X8Y4UNWI,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""Tssued share capital"": ""nan"", ""100 Ordinary Shares 1 of &#163 each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4UOIX,"{""Called up share capital not paid"": ""-"", ""Fixed Assets"": ""-"", ""Current Assets"": ""-"", ""Prepayments and accrued income"": ""-"", ""Creditors: amounts falling due within one year"": ""0"", ""Net current assets (liabilities)"": ""0""}"
X8Y4UOLU,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4UPU8,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4UQ41,"{""Fixed Assets"": ""522"", ""Current Assets"": ""17165"", ""Creditors: amounts falling due within one year"": ""-17234"", ""Net current assets (liabilities)"": ""69)"", ""Total assets less current liabilities"": ""453"", ""Provisions for liabilities"": ""-99""}"
X8Y4URUI,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""5"", ""Net assets"": ""5"", ""Issued share capital"": ""nan"", ""5 Ordinary Shares 1 of &#163 each"": ""5"", ""Total Shareholder funds"": ""5""}"
X8Y4URYJ,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""Tssued share capital"": ""nan"", ""100 Ordinary Shares 1 of &#163 each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4USA0,"{""Called up share capital not paid"": ""1000"", ""Net assets"": ""1000"", ""Tssued share capital"": ""nan"", ""1000 Ordinary Shares 1 of &#163 each"": ""1000"", ""Total Shareholder funds"": ""1000""}"
X8Y4UT0O,"{""Called up share capital not paid"": ""-"", ""Fixed Assets"": ""-"", ""Current Assets"": ""10885"", ""Prepayments and accrued income"": ""-"", ""Creditors: amounts falling due within one year"": ""-8284"", ""Net current assets (liabilities)"": ""2601""}"
X8Y4UT4O,"{""Fixed Assets"": ""317"", ""Current Assets"": ""65"", ""Creditors: amounts falling due within one year"": ""-20913"", ""Net current assets (liabilities)"": ""-20848"", ""Total assets less current liabilities"": ""-20531"", ""Total net assets (liabilities)"": ""-20531""}"
X8Y4UT6H,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Issued share capital"": ""nan"", ""100 Ordinary Shares 1 of &#163 each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4UU5U,"{""2019"": ""nan"", ""&#163"": ""nan"", ""Current assets"": ""nan"", ""Creditors: amounts falling due within"": ""nan"", ""one year"": ""nan"", ""Net current assets"": ""nan"", ""Total assets less current liabilities"": ""nan""}"
X8Y4UUKG,"{""Called up share capital not paid"": ""0"", ""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100""}"
X8Y4UVSY,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4UWY8,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4UX4H,"{""Creditors: amounts falling due within one year"": ""-3739"", ""Net current assets (liabilities)"": ""-3739"", ""Total assets less current liabilities"": ""(3"", ""Total net assets (liabilities)"": ""-3739"", ""Capital and reserves"": ""-3739""}"
X8Y4UX4P,"{""Current Assets"": ""1891"", ""Creditors: amounts falling due within one year"": ""-1889"", ""Net current assets (liabilities)"": ""2"", ""Total assets less current liabilities"": ""2"", ""Total net assets (liabilities)"": ""2"", ""Capital and reserves"": ""2""}"
X8Y4UZY3,"{""2019"": ""nan"", ""&#163"": ""nan"", ""Current assets"": ""nan"", ""Creditors: amounts falling due within"": ""nan"", ""one year"": ""nan"", ""Net current liabilities"": ""nan"", ""Total assets less current liabilities"": ""nan""}"
X8Y4V0F5,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4V15T,"{""Fixed Assets"": ""3300"", ""Current Assets"": ""2300"", ""Creditors: amounts falling due within one year"": ""(3"", ""Net current assets (liabilities)"": ""-1061"", ""Total assets less current liabilities"": ""2239"", ""Total net assets (liabilities)"": ""2239""}"
